"","time","name","chairman","id","party","academic","education_fill","text","agenda","statement_number"
"175",15H 41M 0S,"Marcus Knuth",FALSE,"15790","(V)",FALSE,"No Academic Eduction","Tak. Vi deler jo holdningen om, at kvoteflygtningssystemet er den rigtige måde at tage flygtninge på. Men det forudsætter jo, at der er styr på integrationen i Danmark. Kunne ordføreren sætte nogle ord på, hvordan ordføreren selv synes det går med integrationen i Danmark – har vi over de sidste år haft stigende udfordringer med integrationen, eller har vi haft faldende udfordringer med integrationen?",NA,232
"176",15H 43M 0S,"Josephine Fock",FALSE,"15783","(ALT)",FALSE,"No Academic Eduction","Jeg synes jo, at det går langt bedre med integrationen, bl.a. på baggrund af den trepartsaftale, som vi også har været med til at bakke op om, i forhold til hvis man ser på, hvor mange der er kommet ud på arbejdsmarkedet. Jeg husker tallet som ca. 37 pct. Det vil jeg ikke hænges hundrede procent op på, men det er i hvert fald over en tredjedel af de flygtninge, der er kommet inden for de seneste 5 år, der er kommet ud på arbejdsmarkedet. Og det synes jeg er et rigtig, rigtig positivt signal.",NA,234
"177",15H 43M 0S,"Marcus Knuth",FALSE,"15790","(V)",FALSE,"No Academic Eduction","Jeg er jo enig i, at vi har været rigtig gode fra regeringens side, i modsætning til den tidligere røde regering, til at få flere flygtninge i arbejde. Det er stadig væk kun et lille skridt på vejen, men nu taler vi om den samlede integrationsindsats. Set over de sidste par år har der så været større problemer eller færre problemer? Og i mine øjne er integrationsproblemerne udelukkende blevet større og større og større de sidste år, netop fordi vi har modtaget så mange flygtninge. Og det er jo netop vores argumentation for, at det ikke er det rigtige tidspunkt at tage kvoteflygtninge.",NA,236
"178",15H 45M 0S,"Josephine Fock",FALSE,"15783","(ALT)",FALSE,"No Academic Eduction","Altså, jeg synes jo, at ordføreren fra Venstre dermed ser bort fra de fakta, vi har. Vi har bl.a. også tal fra hele uddannelsessystemet, hvor vi kan se, at lige præcis både de unge kvinder, men også nu de unge mænd, som har anden etnisk herkomst end dansk, har en langt, langt højere fordeling i forhold til at tage både en basisuddannelse eller en faglig uddannelse og også en længerevarende uddannelse. Så jeg synes faktisk ikke, at ordføreren tager det samlede billede med i betragtning. Eller jeg har svært ved at forstå, at ordføreren har den holdning, hvis han gør det.",NA,238
"179",15H 45M 0S,"Sofie Carsten Nielsen",FALSE,"100","(RV)",TRUE,"Academic Eduction","Vi diskuterer i dag, som det er fremgået, her i Folketingssalen, om det i fremtiden skal være op til den til enhver tid siddende minister at bestemme, om og i givet fald hvor mange kvoteflygtninge Danmark skal modtage gennem FN's kvoteflygtningesystem, og i sikker og magtfuldkommen forvisning om, at de altid vil dele posten mellem sig, er regeringen og Socialdemokratiet blevet enige med hinanden om, at det er en god idé.I øjeblikket tager Danmark som bekendt 0 kvoteflygtninge, altså ikke en eneste, og Danmark er det eneste land i FN, der har indført et stop for kvoteflygtninge, ifølge FN's Flygtningehøjkommissariat. Danmark er altså det eneste land, der højt og tydeligt siger til de andre: Os kan I ikke regne med. Det er faktisk det allerværste ved det her lovforslag. Forstå mig ret: For de 500 kvoteflygtninge, der nu ikke kan komme til Danmark, men måske i stedet må blive i overfyldte flygtningelejre i Libanon, i Jordan, i Kenya eller andre steder, gør det selvfølgelig en konkret forskel. For kvoteflygtninge er som bekendt de mest udsatte af flygtningene; det er dem, FN udvælger, fordi de har meget svært ved at klare sig i en flygtningelejr.Men som fru Mette Frederiksen trodsigt sagde på Radikale Venstres nytårsstævne i starten af i år: Det gør nok ikke en forskel for nr. 501, om Danmark tager 500 kvoteflygtninge, vel? Nej, hvis nr. 501 – som jo ikke er et nummer, men et menneske – må blive i lejren, så gør det ikke en forskel for netop hende. Men hvis hun bliver hjulpet af et andet land, som også tager sin andel af kvoteflygtningene, så gør det netop en meget stor forskel, både for hende, men jo i lige så høj grad også for det land, som vi aflaster, fordi det land i forvejen tager et kæmpe ansvar for nabolandets flygtninge. Det er sådan set det samarbejde og de fælles aftaler, det her lovforslag gør op med.Når Danmark ikke er et land, man kan regne med, så kan vi heller ikke med nogen som helst form for legitimitet forvente af andre lande, at vi kan regne med dem, og når man indtager den position, er man jo i sidste ende villig til at lade hele samarbejdet falde fra hinanden. Vi smider arven fra Poul Hartling, den tidligere danske udenrigsminister og statsminister fra Venstre, der siden blev FN's flygtningehøjkommissær, og som i 1981 på vegne af FN modtog Nobels Fredspris netop for etableringen af kvoteflygtningeordningen, på møddingen. Vi siger farvel til den internationale solidaritet, som finder sit mest ultimative udtryk netop i forpligtende aftaler i FN.En række andre europæiske lande trækker heldigvis i den modsatte retning nu og tager imod flere kvoteflygtninge. Tak skal I have. Det er vejen frem, for vi løser ingen problemer hver for sig. Vi får ikke et tryggere, et stærkere og et bedre Danmark ved at overlade ansvaret til andre. Vi har brug for mere internationalt samarbejde, ikke mindre. Og ja, Danmark skal modtage de 500 kvoteflygtninge, vi har forpligtet os til i FN, fordi vi kan, men allermest fordi vi ønsker, at alle andre skal påtage sig det samme ansvar.Radikale Venstre er naturligvis imod dette lovforslag.",NA,240
"180",15H 46M 0S,"Holger K. Nielsen",FALSE,"33","(SF)",TRUE,"Academic Eduction","Et hovedargument hos regeringspartierne og deres parlamentariske grundlag for, at vi ikke kan modtage de her 500 kvoteflygtninge, er, at vi har nogle meget, meget store integrationsproblemer her i Danmark, at vi har meget store sociale problemer, og at vi er nødt til først at håndtere de vanskeligheder, vi har her i Danmark.Jo, der er problemer. Det er der med integrationen, bl.a. fordi det ikke bliver prioriteret af den nuværende minister, selv om hun også er minister for integration. Det er klart, at det ikke er hele forklaringen, men det er faktisk en væsentlig del af det. Der er også sociale problemer, vi skal tage os af i forhold til de borgere, der bor i landet i forvejen. Men spørgsmålet er, og det er det, jeg synes man i partiet Venstre bør overveje, hvilket også blev påpeget af fru Sofie Carsten Nielsen, om prisen ikke er for høj. Venstre har jo en stolt tradition på det her område gennem Poul Hartling, der var flygtningehøjkommissær og faktisk var fadder til den her ordning og var meget stolt af, at han blev fadder til ordningen, og meget stolt af, at Danmark havde den fremtrædende rolle i FN's flygtningepolitik.Er det de 500 kvoteflygtninge, vi skal tage, som betyder, at vi ikke kan klare integrationen, at vi ikke kan klare vores sociale problemer, at det danske samfund ikke kan hænge sammen? Det ved vi jo godt at det ikke er. Det ved vi jo udmærket godt at det ikke er. Det er jo ikke det, som er spørgsmålet. Det er også derfor, som det også er påpeget, at en lang række andre lande, som har lige så store problemer som Danmark – lige så store problemer! – jo ikke skærer ned på antallet af kvoteflygtninge. Norge, hvis integrationsminister vist er slyngveninde med den danske, skruer jo ikke ned for antallet af kvoteflygtninge, fordi det er så stor en del af i hvert fald den norske tradition, at man vil være solidarisk internationalt, og at man prioriterer FN-systemet så højt, at man ikke vil betale den pris. Det er netop det, som for mig at se er hovedproblematikken i det her.Det er da rigtigt, som det er blevet sagt: Hvad betyder 500 fra eller til i flygtningelejrene? Nej, vi ved da godt, at det jo ikke er det, som får det til at falde sammen. Men omvendt er det heller ikke det, der får det danske samfund til at hænge sammen.Problemet er, hvis det smitter, hvis det påvirker andre lande til at gøre det samme, og det er jo det, som er vanskeligheden nu. I en række lande er der samme diskussion, som vi også har i Danmark. Det er klart, at hele flygtningesituationen er en af de store diskussioner i en lang række lande. Det er en stor udfordring i en række europæiske lande, og så kan det jo være meget, meget fristende at henvise til Danmark og sige: Okay, Danmark har stoppet med at tage kvoteflygtninge. Burde vi ikke gøre det samme, hvis vi skal løse vores problemer? Og pludselig breder det sig som ringe i vandet, og så falder det her system fra hinanden.Det er en høj pris at betale, og det synes jeg også at Venstre med den tradition, Venstre har på det område, burde tænke over.",NA,242
"181",15H 46M 0S,"Marcus Knuth",FALSE,"15790","(V)",FALSE,"No Academic Eduction","Lad mig begynde med at sige, at jeg og vi selvfølgelig er meget, meget stolte af vores tidligere politikere, herunder Poul Hartling, men jeg vil da mene, at det er meget, meget naivt at sige, at vi skal holde fast i en fortid, hvor udfordringerne var nogle helt, helt andre. Så lad mig bare spørge ordføreren direkte: Anerkender ordføreren, at vi har massive – som i massive – integrationsproblemer i det danske samfund på nuværende tidspunkt?",NA,244
"182",15H 47M 0S,"Holger K. Nielsen",FALSE,"33","(SF)",TRUE,"Academic Eduction","Jamen det erkender jeg da. Der er meget store problemer. Jeg tror, at det på visse områder går bedre end tidligere, men der er store udfordringer – det er der da – med ghettoisering, med kulturelle spændinger, religiøse spændinger osv. Det er der da.Men det, jeg bare siger, er, at du jo ikke får flygtningeproblematikken begravet ved så bare at vende ryggen til det og sige, at vi udelukkende skal beskæftige os med de danske problemer. Og min pointe er, at de 500 kvoteflygtninge jo ikke ville gøre det umuligt at løse integrationsproblemerne, hvis ellers man ville tage dem alvorligt – hvad man jo ikke vil i den nuværende regering, hvor man hellere vil føre symbolpolitik og lave forskellige stunts, så man kan få en eller anden profil, der ser hård ud, i forhold til vælgerne. Det er det, det handler om, ikke integration. Hvis man tog det alvorligt, er jeg ikke i tvivl om, at man godt kunne håndtere det her.",NA,246
"183",15H 47M 0S,"Marcus Knuth",FALSE,"15790","(V)",FALSE,"No Academic Eduction","Der mener jeg jo, at det er vores ansvar som politikere i første omgang at værne om Danmark og værne om det danske samfund. Og hvis det er sådan, at ordføreren erkender, at vi har store integrationsproblemer, så synes jeg, det er direkte uansvarligt at sige, at de integrationsproblemer løser vi ved at tage endnu flere mennesker hertil fra en fremmed kultur, som også vil have svært ved at integrere sig. Det var mere en kommentar end et spørgsmål.",NA,248
"184",15H 47M 0S,"Holger K. Nielsen",FALSE,"33","(SF)",TRUE,"Academic Eduction","Jamen ifølge forretningsordenen kan man også godt have kommentarer, det behøver ikke være spørgsmål.Hvad angår det at værne om Danmark, synes jeg jo, at det er der, hvor det går helt galt for Venstre. Altså, en Poul Hartling var da fuldstændig klar over, at det at værne om Danmark også er et spørgsmål om, at vi forpligter os i FN. Det bedste værn for et lille land er at have et internationalt samarbejde, og det er jo derfor, at Danmark, oprindelig i hvert fald, har støttet FN så kraftigt. Men med den nuværende generation af politikere i f.eks. Venstre har man tilsyneladende ikke særlig meget forståelse for det.",NA,250
"185",15H 47M 0S,"Naser Khader",FALSE,"668","(KF)",TRUE,"Academic Eduction","Tak. Jeg vil gerne gentage en historie. Jeg har fortalt den tidligere her fra talerstolen. Her for ca. 3 år siden var jeg i Libanon, i Beirut, og mødte en syrisk kvinde, der stod og solgte cigaretter, kleenex, tyggegummi på gaden for at overleve. Hun var flygtet til nabolandet Libanon sammen med sine tre døtre. Hun stod og solgte de her ting for at overleve.Egentlig kunne jeg godt tænke mig, at hun var kommet til Danmark med sine tre døtre, som var veluddannede og veloplyste. Men de har ikke den mulighed for at komme til Danmark som andre. De har simpelt hen ikke råd til det. Den måde, man kommer til Danmark og får asyl på, er hamrende usolidarisk. Det er folk, der har forbindelser, det er folk, der har pengene. Det er i snittet mellem 10.000 og 20.000 dollar pr. person. Jeg synes ikke, at det er fair over for dem, der ikke har de penge. Derfor mener jeg, at vi bør lave det helt om. En ny asylreform. Sig nej til dem, der kommer selv, for på den måde stopper vi menneskesmuglernes aktivitet. Man kan i dag tjene flere penge ved at smugle mennesker end stoffer. Menneskesmugling er ved at blive overtaget af de islamistiske bevægelser, og på den måde er vi med til indirekte at finansiere de islamistiske bevægelser ved at acceptere, at dem, der kommer hertil, kommer ved hjælp af menneskesmuglerne.Ud over det risikerer de at blive udsat for seksuelle overgreb. De risikerer at drukne i Middelhavet, de risikerer at blive udnyttet, så jeg mener, at vi bør arbejde i retning af et asylstop. Vi stopper for folk, der kommer hertil selv, til gengæld skal vi hente folk fra flygtningelejrene. Derfor er vi grundlæggende tilhængere af kvotesystemet. Der henter man folk fra lejrene, man henter familier, så der ikke er behov for familiesammenføringer bagefter, og så ved man, at det er folk, som virkelig har behov. Og vi vil gerne forhøje kvotetallet, den dag vi stopper for spontane asylansøgere.Men når vi synes, at det er godt med kvoteflygtninge, hvorfor støtter vi så lovforslaget? Det gør vi, fordi vores velfærdssamfund er udfordret på økonomi, integration og den sociale og økonomiske sammenhængskraft. Vi har faktisk givet asyl til mange, mange flere end et land som USA, der er mange gange større end os. Det er vigtigt, at vi igen skal have styr på den udfordring, og det er så op til folkestyret at bestemme, hvem og hvor mange vi har plads til at modtage.I Det Konservative Folkeparti mener vi sådan set, at kvoteflygtningeordningen er en god måde at fordele og beskytte flygtninge på. Det skal være den måde, vi gør det på fremover – den eneste måde, vi gør det på – og antallet skal forhøjes. Men det skal først ske, den dag vi laver et asylstop. Lige nu har vi brug for et pusterum. Det er derfor, at regeringen i september indførte et stop for kvoteflygtninge. Lovforslaget i dag gør det klart, at det først og fremmest er op til regeringen at vurdere, hvor mange kvoteflygtninge vi kan tage, alt efter hvad udviklingen tilsiger.Når vi i Europa og Danmark har fået styr på vores ydre grænser og stoppet antallet af spontane asylansøgere, kan vi igen tage imod flere kvoteflygtninge. Der er nemlig en øvre grænse for, hvor mange vi kan klare, og derfor støtter vi forslaget.",NA,252
"186",15H 48M 0S,"Christian Langballe",FALSE,"79","(DF)",TRUE,"Academic Eduction","Det er sådan set bare for ligesom at genoptage den diskussion, vi har haft her i Folketinget. Jeg er sådan set enig med ordføreren i, at et asylstop for spontanflygtninge vel burde være det, vi stod og diskuterede her i dag. Det ville jo være fantastisk, hvis vi kunne nå frem til det. Jeg mener faktisk, det er nødvendigt, også historisk betragtet, hvis ikke Danmark skal lide ubodelig skade.Det, jeg godt vil anholde, er den her bemyndigelse, som man giver ministeren, til at tage dem ind i elastikmål, altså det kan være 500, det kan være 1.000, det kan være 2.000. Jeg synes bare ikke, at det er godt nok, at man har indført en kattelem i et lovforslag, som så giver ministeren bemyndigelse til egentlig bare at udvide grænsen, hvis man lige laver en aftale, f.eks. hvis den danske minister laver en aftale med den tyske minister og Berlin, ikke? Så kan vi lige tage nogle ekstra, hvis der opstod den situation, som der gjorde tidligere, altså simpelt hen bare give den gas, hvad angår det at udvide antallet. Det synes jeg simpelt hen er den forkerte vej at gå i den nuværende situation.",NA,254
"187",15H 48M 0S,"Naser Khader",FALSE,"668","(KF)",TRUE,"Academic Eduction","Det mener jeg ikke at vi giver ministeren bemyndigelse til. Jeg nægter at tro på, at det kommer til at ske, at man bare lige kommer hjem fra EU og siger, at nu skal vi forhøje kvoten. Det, vi giver bemyndigelse til, er, at ministeren har den mulighed i meget, meget særlige og ekstraordinære situationer. Det er ligesom med det, vi oplevede under presset i september 2015, hvor vi gav plads for den mulighed. Men det er ikke ensbetydende med, at muligheden bliver udnyttet, og derfor stoler jeg meget på, at det ikke kommer til at ske.",NA,256
"188",15H 48M 0S,"Christian Langballe",FALSE,"79","(DF)",TRUE,"Academic Eduction","Det er jo lige præcis det eksempel fra 2015, vi tager, hvor der kom over 20.000 flygtninge, og samtidig åbnede statsministeren op for, at vi kunne tage 1.000 ekstra kvoteflygtninge. Det var da helt galimatias i den situation, vi stod i. Og det er den situation, jeg gerne vil undgå, og det er derfor, jeg tror, at vi faktisk får en diskussion hernede i Folketingssalen, uden at det bare bliver en bemyndigelse for den enkelte minister til at hæve grænsen eller flytte den op eller ned.",NA,258
"189",15H 48M 0S,"Naser Khader",FALSE,"668","(KF)",TRUE,"Academic Eduction","Sådan som jeg husker det, sagde statsministeren: Det gør vi, vi tager imod 1.000, hvis de andre lande – de østeuropæiske lande, der nægtede at tage en fordeling – tager imod deres andel. Men det er jo ikke sket. Vi har ikke taget imod de 1.000, som der blev sagt. Derfor siger jeg, at det kun kommer til at ske i ekstraordinære situationer, og den mulighed synes jeg det er okay at ministeren har der.",NA,260
"190",15H 48M 0S,"Inger Støjberg",FALSE,"182","(V)",FALSE,"No Academic Eduction","Tak til ordføreren. Vi har været langt omkring allerede, kan man sige, i diskussionen her. Danmark har jo en lang tradition for at påtage sig et medansvar for nogle af verdens flygtninge, og det skal vi blive ved med. Det skal bl.a. ske ved en styrket nærområdeindsats, men jo også ved at tage kvoteflygtninge. Det er således regeringens opfattelse, at Danmark fortsat skal genbosætte flygtninge og dermed også fremadrettet støtte den globale genbosætningsindsats, som jo er en del af verdens flygtninge. Men vi skal ikke tage så mange flygtninge, at det truer sammenhængskraften i vores samfund, og der er ingen tvivl om, at antallet af nytilkomne flygtninge i de senere år har stillet vores samfund over for en række udfordringer i forhold til bl.a. integrationen.Vi har et ansvar for, at Danmark hænger sammen – hænger sammen økonomisk, socialt og kulturelt. I den forbindelse er det afgørende, at antallet af flygtninge, der årligt genbosættes i Danmark, kan fastsættes med den størst mulige fleksibilitet. Lovforslaget lægger derfor op til, at der indføres en ny kvoteordning – en ordning, hvor udlændinge- og integrationsministeren på baggrund af en samlet afvejning af den sociale og økonomiske kapacitet beslutter, hvor mange udlændinge der skal genbosættes i Danmark. Efter lovforslaget kan den til enhver tid siddende minister beslutte, at op til 500 kvoteflygtninge årligt skal genbosættes i Danmark. I en helt særlig situation vil det årlige antal kvoteflygtninge dog kunne overstige 500 personer. Men det er kun i helt særlige tilfælde, hvor der bliver indgået en international aftale med det formål at begrænse flygtningestrømmen til Danmark eller Europa.Ved vurderingen af, om der er tilstrækkelig social og økonomisk kapacitet i samfundet til at genbosætte flygtninge, skal der efter lovforslaget lægges vægt på bl.a. antallet af spontane asylansøgere, der er kommet til Danmark de foregående år, og også antallet af opholdstilladelser meddelt til udlændinge i de foregående år, altså primært hvor mange der har fået asyl, og hvor mange der efterfølgende er blevet familiesammenført. Herudover skal der også lægges vægt på, hvordan de udlændinge, der allerede befinder sig i Danmark, rent faktisk klarer sig. Er de i arbejde? Kan de sproget? Med andre ord: Er de en del af den helt almindelige danske hverdag?Med lovforslaget sikrer vi muligheden for, at vi kan skabe den rette balance mellem antallet af flygtninge, som Danmark samlet set modtager, og vores evne til at integrere dem, der er her. For antallet af flygtninge og familiesammenførte har en betydning for, om integrationen kan lykkes. Og en vellykket integration er afgørende for, om Danmark fortsat kan være et godt og trygt samfund, der hænger sammen, både økonomisk, men også socialt og kulturelt.Her til slut vil jeg gerne takke de ordførere, som har givet opbakning til lovforslaget, som det ligger her i dag. Og så kan jeg jo høre, at vi også får en diskussion indtil tredje behandling, og det er selvfølgelig helt fint, og jeg skal svare på alle de spørgsmål, der måtte være.",NA,262
"191",15H 49M 0S,"Martin Henriksen",FALSE,"70","(DF)",FALSE,"No Academic Eduction","Tak for det. Hvis regeringen har den opfattelse, at den til enhver tid siddende minister skal kunne tage mellem 0 og op til 500 kvoteflygtninge på et år, hvorfor skal der så være en undtagelse, hvor ministeren får mulighed for at – må man forstå – fravige hovedreglen og tage imod endnu flere kvoteflygtninge?",NA,264
"192",15H 49M 0S,"Inger Støjberg",FALSE,"182","(V)",FALSE,"No Academic Eduction","Det skal der i den helt særlige situation, hvor man indgår en eller en form for international aftale for generelt at begrænse tilstrømningen til Danmark og til Europa. Vi kan se det med EU-Tyrkiet-aftalen – det er en aftale, der jo har begrænset tilstrømningen til Europa. Og hvis vi nu kommer i en situation, hvor man på internationalt plan får indgået en aftale om at få lukket af, så det kun eller primært er kvoteflygtninge, der kommer hertil, så kan vi jo godt gå ind og regulere på antallet og i den situation tage nogle flere. Men det skal være en helt, helt særlig situation, og det er ikke noget med, at den til enhver tid siddende statsminister lige kan rejse til Berlin og aftale et eller andet med tyskerne – sådan er det ikke. Det er langt større perspektiv, vi taler om.",NA,266
"193",15H 49M 0S,"Martin Henriksen",FALSE,"70","(DF)",FALSE,"No Academic Eduction","Jeg synes, det er interessant, at ministeren nævner EU-Tyrkiet-aftalen, for den har jo ikke lukket af for tilstrømningen, for nu at bruge ministerens egne ord. Der kommer jo stadig væk masser af asylansøgere og migranter ind i Europa. Så det er jo et eksempel på en aftale, som man har lavet, og jeg må forstå, at hvis man laver tilsvarende aftaler, vil det, at man laver sådan en aftale, kunne bruges som argument for, at man som minister vil kunne sige: Så tager vi imod mere end 500 FN-kvoteflygtninge.Jeg vil da være meget utryg ved det, hvis denne minister eller en anden minister kan henvise til EU-Tyrkiet-aftalen og sige, at man på baggrund af den aftale, som havde som formål at begrænse tilstrømningen, så kan tage imod flere FN-kvoteflygtninge. Det vil jo reelt betyde, at man i ministeriet kan nå frem til, at vi i dag har en helt særlig situation, og ministeren eller en anden minister så vil kunne beslutte, at vi skal tage imod flere FN-kvoteflygtninge.Så skal man forstå svaret sådan, at vi faktisk allerede i dag har en helt særlig situation? For vi har jo en aftale – EU-Tyrkiet-aftalen – som var ministerens eksempel. Det synes jeg altså desværre bekræfter mig i, at der er grund til at være lidt bekymret for det her lovforslag.",NA,268
"194",15H 49M 0S,"Inger Støjberg",FALSE,"182","(V)",FALSE,"No Academic Eduction","Jeg tror nok, jeg sagde noget i retning af, det skulle være a la en EU-Tyrket-aftale, der lukker af. Og man må sige, at EU-Tyrkiet-aftalen jo rent faktisk har begrænset tilstrømningen drastisk. Men nej, det er ikke sådan, at vi allerede i dag har en eller anden særlig situation, der gør, at man skal tage over 500 kvoteflygtninge.Nu trøster jeg mig lidt ved, at jeg kan høre, at hr. Martin Henriksen, hver gang han nævner ministeren, også siger: eller en anden minister end den, der er der nu. Det trøster jeg mig ved for jeg antager, at det er, fordi hr. Martin Henriksen har en vis tillid til, at det ikke vil ske, sådan som det ser ud nu.",NA,270
"195",15H 50M 0S,"Christian Langballe",FALSE,"79","(DF)",TRUE,"Academic Eduction","Jeg vil egentlig bare fortsætte der, hvor vi slap, og hvor jeg synes det interessante er. Altså, jeg har sådan lidt svært ved det her, for det kan godt være, at man fra regeringens side mener, det her er meget væsentligt, men jeg synes egentlig bare, diskussionen er ført på en forkert måde. For det afgørende er jo at få et asylstop med hensyn til spontanflygtninge. Det er det helt afgørende. Og de af ordførerne, jeg har hørt, og som jeg plejer at være enig med, giver mig ret i det, i hvert fald til dels. Og så synes jeg jo sådan set, at det godt kunne være, at muligheden så var der for faktisk at lave et asylstop.Altså, hvis vi nu havde lavet den her ordning med spontanflygtninge, havde det jo været en god ordning. Jeg synes bare, at den her bemyndigelse til inden for kvotesystemet sådan ligesom at kunne forhøje antallet i særlige tilfælde, som jo så er noget, ministeren selv kan definere, er problematisk.",NA,272
"196",15H 50M 0S,"Inger Støjberg",FALSE,"182","(V)",FALSE,"No Academic Eduction","I den perfekte verden ville det jo rent faktisk være sådan, at der var lukket af, så man kun havde kvoteflygtninge. Det tror jeg ville være den bedste af alle verdener – bortset fra den verden, selvfølgelig, hvor der ikke er flygtninge, men det forekommer nok ikke. For så ville man jo netop kunne styre det, og det tror jeg i virkeligheden vi alle sammen ønsker. Men indtil da lever vi jo i den virkelige verden, som den nu er, og der er det så sådan, at man kan tage op til 500 kvoteflygtninge. Og det er det, der ligger i det her forslag.",NA,274
"197",15H 50M 0S,"Christian Langballe",FALSE,"79","(DF)",TRUE,"Academic Eduction","Jo, og når vi så endelig har den her diskussion, er det bare, vi spørger om, hvorfor den her bemyndigelse overhovedet er der. For det lader til, at der er en minister, der gerne sådan vil kunne gå ud en gang imellem og være stor i slaget og sige, at så tager vi lige lidt ekstra – det kan være 1.000, det kan være 1.500, det kan være 2.000, det kan være 5.000, det kan være 10.000 – tallet er jo sådan set ubegrænset i virkeligheden. Og det er derfor, at vi, når vi nu har den her diskussion hernede, bare prøver at finde ud af, hvorfor den bemyndigelse er med, og om der ikke er nogen grænse. Altså, jeg synes, det svæver lidt i det uvisse.",NA,276
"198",15H 50M 0S,"Inger Støjberg",FALSE,"182","(V)",FALSE,"No Academic Eduction","Årsagen er jo, som det også er blevet sagt ikke alene af mig, men også af andre ordførere, at vi kan komme en situation, hvor man f.eks. kunne indgå en eller anden form for international aftale, der gør, at man får lukket af. Så er det jo sådan set helt reelt at sige, at hvis der ellers ikke kommer nogen til Danmark nu, vil man kunne tage x antal kvoteflygtninge i stedet for. Det synes jeg sådan set er meget reelt, og derfor synes jeg egentlig også, det er helt rigtigt at skrive det ind i den her aftale. Og det er det eneste, der ligger i det her. For jeg mindes simpelt hen ikke, at jeg ellers er blevet beskyldt for at skulle føre sådan en eller anden form for lempelig udlændingepolitik. Og nu kan jeg se, at venstrefløjen har markeret i hobetal, og jeg tror måske, at diskussionen nu vil føre os lidt over i en anden lejr.",NA,278
"199",15H 51M 0S,"Johanne Schmidt-Nielsen",FALSE,"147","(EL)",FALSE,"No Academic Eduction","Ja, det er så mig, som ministeren omtaler som i hobetal. Jeg har faktisk et lidt teknisk spørgsmål, for der var sådan lidt forvirring, da hr. Mattias Tesfaye var på talerstolen. Jeg vil bare gerne have ministeren til at bekræfte, at en minister i dag ikke har mulighed for at lave et egentligt kvoteflygtningestop, fordi ministeren kun, om jeg så må sige, har kompetence til at rykke rundt på kvoteflygtningene inden for en 3-årig periode, og at hvis man vil give en minister kompetence til helt at stoppe med at tage kvoteflygtninge eller at lave et stop, som er 4-årigt, 5-årigt, 6-årigt eller 7-årigt, og fortsæt selv rækken, så kræver det den her lovændring.Det vil sige, at det, som det her lovforslag går ud på, er, at man altså kan sige, at det ikke er nok at rykke rundt på de 500 årlige kvoteflygtninge inden for en 3-årig periode, men at ministeren nu får mulighed for helt at stoppe med at tage kvoteflygtninge. Og grunden til, at vi vedtager lovforslaget, har ikke noget at gøre med aftaler med FN, men at vi er nødt til at ændre dansk lov for at give ministeren den kompetence.",NA,280
"200",15H 51M 0S,"Inger Støjberg",FALSE,"182","(V)",FALSE,"No Academic Eduction","Vedrørende hobetal kan man i hvert fald konstatere, at fru Johanne Schmidt-Nielsen snart bliver til flere, om man så må sige. Og tillykke med det.Men når det er sagt, er det jo rigtigt, at hvis ikke det her lovforslag lå her, og hvis ikke vi vedtager det her lovforslag, så skal vi tage de kvoteflygtninge, som vi egentlig i sin tid havde meldt ind at vi ville tage. Det ville være konsekvensen. Hvis det her lovforslag falder, kommer man til at tage den andel af kvoteflygtninge, som vi tidligere havde meldt ind, så det vil sige de der godt 490 og så de 500, som der sådan set står skrevet for i år. Så det er korrekt.",NA,282
"201",15H 51M 0S,"Johanne Schmidt-Nielsen",FALSE,"147","(EL)",FALSE,"No Academic Eduction","Tak for den præcisering. Og dermed kan vi jo altså også konkludere, at den siddende regering ikke ville kunne beslutte sig for at stoppe med at tage kvoteflygtninge, hvis ikke Socialdemokratiet bakkede op om det her lovforslag, for jeg kan forstå, at Dansk Folkeparti er kritiske. Så det vil sige, at den eneste måde, ministeren og regeringen kan sørge for, at Danmark tager nul kvoteflygtninge på, er, ved at Socialdemokratiet stemmer for det lovforslag, vi førstebehandler i dag.",NA,284
"202",15H 51M 0S,"Inger Støjberg",FALSE,"182","(V)",FALSE,"No Academic Eduction","Hvis ikke det her lovforslag bliver stemt igennem, vil man skulle tage kvoteflygtninge.",NA,286
"203",15H 51M 0S,"Josephine Fock",FALSE,"15783","(ALT)",FALSE,"No Academic Eduction","Tak for det. Jeg har også et spørgsmål. Ministeren var tidligere i dag ude på Ritzau, hvor hun, som jeg i hvert fald læste det, udtalte, at man, hvis man ønsker at øge kvoten – forudsat det her lovforslag bliver vedtaget – skal i Folketinget, mens det at sige nej er en ensidig beslutning fra ministerens side. Men det er ikke det, der ligger i lovforslaget nu, er det ikke korrekt? Det, der ligger i lovforslaget nu, er, at ministeren får beføjelse til både at skrue ned og skrue op, om man så må sige?",NA,288
"204",15H 51M 0S,"Inger Støjberg",FALSE,"182","(V)",FALSE,"No Academic Eduction","Det, der ligger i lovforslaget her, er, at den til enhver tid siddende minister kan melde ind op til de 500. Skal man over 500, skal der en hel særlig ekstraordinær situation til, og det kan f.eks. være, at der bliver indgået en eller anden form for international aftale, der vil stoppe eller begrænse tilstrømningen til Danmark og til Europa.",NA,290
