"","V1","V2","time","name"
"82"," 13:29
    
      Rasmus Prehn (S","
    Værsgo.
    ","13:29","Pia Kjærsgaard"
"83"," 13:30
    
      Formanden (Pia Kjærsgaard","
    Der skal ikke herske nogen tvivl om, at vi socialdemokrater selvfølgelig også bakker op om, at der skal bruges penge på forsvaret. Det er desværre nødvendigt i de her tider. Det, det her spørgsmål handler om, er jo, om det er rigtigt eller det er forkert, når bl.a. Venstres politiske ordfører, hr. Jakob Ellemann-Jensen, i en blog i august 2017 skriver, at der er 22 friske milliarder kroner til infrastruktur. Hvis de 7 af dem er gået til forsvaret, er der jo ikke 22 tilbage til netop infrastruktur. Det er det, vi skal have svar på fra ministeren.
    ","13:30","Rasmus Prehn"
"84"," 13:30
    
      Finansministeren (Kristian Jensen","
    Værsgo.
    ","13:30","Pia Kjærsgaard"
"85"," 13:31
    
      Formanden (Pia Kjærsgaard","
    Der er jo sket det siden da, at vi har valgt at tage 2,5 mia. kr. af de 22 mia. kr. for at finansiere en skattereform, der løser det samspilsproblem, der har eksisteret igennem længere tid, nemlig at dem, der sparede op til pension, fik mindre ud af deres opsparing, end hvis de havde ladet være med at spare op til pension. Det har vi brugt nogle flere midler på, end vi kunne finansiere på anden vis, og derfor er de 22 mia. kr. blevet til 19,5 mia. kr. Men det er jo 19,5 mia. kr., som regeringen har ekstra til investeringer. Det er 19,5 mia. kr., vi har ekstra til f.eks. at sørge for, at infrastrukturen hænger bedre sammen, at der bliver bygget de veje, der skal til for, at man kan komme frem, at der bliver bygget de veje, der skal sikre, at der er fremkommelighed i byerne, altså at Danmark kan hænge sammen geografisk. Det synes jeg det er utrolig væsentligt at vi bruger penge på, og det er derfor regeringen lægger op til, at der skal bruges 19,5 mia. kr. ekstra til infrastruktur ud af det råderum, som vi kan se at der er i dansk økonomi.
    ","13:31","Kristian Jensen"
"86"," 13:31
    
      Rasmus Prehn (S","
    Værsgo til spørgeren.
    ","13:31","Pia Kjærsgaard"
"87"," 13:31
    
      Formanden (Pia Kjærsgaard","
    Ministeren taler hurtigt, ministeren taler engageret, men ministeren svarer jo ikke på spørgsmålet. Er det urigtige oplysninger, som Venstres politiske ordfører, hr. Jakob Ellemann-Jensen, lægger frem, når han i en blog på TV 2's hjemmeside i august 2017 skriver, at der er 22 friske milliarder til infrastruktur?
    ","13:31","Rasmus Prehn"
"88"," 13:31
    
      Finansministeren (Kristian Jensen","
    Værsgo.
    ","13:31","Pia Kjærsgaard"
"89"," 13:32
    
      Formanden (Pia Kjærsgaard","
    Hvis han skrev bloggen i august 2017, så var det, fordi det var regeringens politik. Det, der er sket efterfølgende – og det sagde jeg også – er, at vi har besluttet at tage 2,5 mia. kr. ud af de 22 mia. kr. og bruge dem til at rette op på et problem, som eksisterer i samfundet, nemlig at det for alt for mange danskere hidtil ikke har kunnet betale sig at spare op til sin egen pension. Det bliver nu løst, og derfor bliver beløbet sænket fra 22 til 19,5 mia. kr.
    Det er jo ikke et spørgsmål om, at man talte usandt i august måned, for da var det regeringens politik, men regeringen stod alene med den politik – det var kun os, der havde den. Nu har vi en aftale med Dansk Folkeparti om at bruge de 19,5 mia. kr. på at løfte infrastrukturinvesteringerne, og det er stadig væk 19,5 mia. kr. mere end det, som spørgerens parti har lagt frem.
    ","13:32","Kristian Jensen"
"90"," 13:32
    
      Spm. nr. S 547
    
    5) Til udlændinge- og integrationsministeren af:
    
      Pernille Bendixen (DF","
    Tak for det. Spørgsmålet er sluttet.
    Det næste spørgsmål er til udlændinge- og integrationsministeren af fru Pernille Bendixen, Dansk Folkeparti.
    ","13:32","Pia Kjærsgaard"
"92"," 13:32
    
      Pernille Bendixen (DF","
    Værsgo.
    ","13:32","Pernille Bendixen"
"93"," 13:32
    
      Formanden (Pia Kjærsgaard","
    Tak for det. Hvad er ministerens holdning til kønsopdelte cafeer?
    ","13:32","Pernille Bendixen"
"94"," 13:32
    
      Udlændinge- og integrationsministeren (Inger Støjberg","
    Tak. Ministeren.
    ","13:32","Pia Kjærsgaard"
"95"," 13:33
    
      Formanden (Pia Kjærsgaard","
    Jeg kan sige helt klart, at jeg mener, det her er en grundlæggende afstandstagen til helt almindelige danske principper og traditioner, og derfor tager jeg også skarpt afstand fra det. Man kan jo undre sig over, at nogle kan bo og leve i Danmark i mange år og alligevel hænge fast i et, ja, middelalderligt syn på samfundet. Og det er selvfølgelig derfor, at regeringen meget snart kommer med et udspil omkring parallelsamfund, for det her er jo parallelsamfund i fuldt flor.
    ","13:33","Inger Støjberg"
"96"," 13:33
    
      Pernille Bendixen (DF","
    Spørgeren.
    ","13:33","Pia Kjærsgaard"
"97"," 13:34
    
      Formanden (Pia Kjærsgaard","
    Tak for det. Vi er jo enige om, at det her er et parallelsamfund. Spørgsmålet er, hvordan man bekæmper parallelsamfund. For Dansk Folkeparti er bekæmpelse af parallelsamfund bl.a. at stille nogle krav til de mennesker og sige: Hvis du skal søge arbejde, så må du tage dit tørklæde af. I skal ikke lave kønsopdelt svømmebadning, I skal ikke lave noget som helst, der er kønsopdelt.
    Der er det bare vores opfattelse, at det ikke er der, regeringen er. Regeringen og ministeren bliver ved med at sige, at det er op til de lokale at lave de her tiltag, som der egentlig er behov for. Det er jo ikke nok bare at rive ned og fjerne beton og sprede problemet ud. Vi bliver nødt til at tage fat om nældens rod, og det er jo altså forbud og krav.
    ","13:34","Pernille Bendixen"
"98"," 13:34
    
      Udlændinge- og integrationsministeren (Inger Støjberg","
    Værsgo til ministeren.
    ","13:34","Pia Kjærsgaard"
"99"," 13:35
    
      Formanden (Pia Kjærsgaard","
    Jeg vil sige, at det for det første vel handler om at træde et skridt endnu længere tilbage i kæden, nemlig at sørge for, at tilstrømningen til Danmark begrænses og mindskes. Til det vil jeg sige, at det jo er en opgave, som vi langt hen ad vejen har udført sammen og har haft stor succes med.
    Når det så er sagt, er jeg ikke det mindste uenig med fru Pernille Bendixen om, at det næste skridt jo skal være, at man tager Danmark til sig. Så er det spørgsmålet, hvordan vi bedst får de her mennesker til at tage Danmark til sig med de frihedsværdier og det frihedsorienterede samfund, som vi lever i. Og der mener jeg, at der kan gøres rigtig meget, når det handler om arbejdsmarkedet, men jo netop også om at stille nogle krav om også at respektere og engagere sig i det samfund, som man lever i.
    ","13:35","Inger Støjberg"
"100"," 13:35
    
      Pernille Bendixen (DF","
    Spørgeren.
    ","13:35","Pia Kjærsgaard"
"101"," 13:35
    
      Formanden (Pia Kjærsgaard","
    Men når der sidder en kvinde som den pågældende fra den her sag, som TV 2 havde ude fra Vollsmose, og direkte siger: Det er vores lov, at det er sådan, det er simpelt hen vores lov, at det skal være kønsopdelt, og du er en hvid mand, så det forstår du ikke – man kunne godt mene, at det jo var lidt racistisk at sige sådan til journalisten, men det gjorde kvinden – så er det jo også udtryk for en holdning, der hedder, at vi gider ikke integreres, og det er ikke vores problem, at I har en anden opfattelse. Så er der jo brug for, at vi er lidt skrappere, end at vi bare står her i Folketinget og snakker og siger, at det er op til de lokale byråd at træffe de beslutninger, der skal til.
    ","13:35","Pernille Bendixen"
"102"," 13:35
    
      Udlændinge- og integrationsministeren (Inger Støjberg","
    Ministeren.
    ","13:35","Pia Kjærsgaard"
"103"," 13:36
    
      Formanden (Pia Kjærsgaard","
    Jamen jeg kan sige så meget, at vi fra regeringens side jo kommer med et større udspil omkring parallelsamfund meget snart, og det ser jeg frem til, for jeg er ikke det mindste uenig med fru Pernille Bendixen i, at vi har et gevaldigt problem, og at det er dybt problematisk, når man netop også hører udsagn som dem, der refereres til her. En kvinde som hende ville have rigtig godt at komme ud på arbejdsmarkedet.
    Nu er der flere indslag fra Vollsmose, der har været vist her på det seneste i TV 2, og jeg vil sige, at en forudsætning for netop at blive en del af det her samfund jo rent faktisk også er at tage sproget til sig, men jo også at respektere det værdisæt, vi nu engang har her. Det mener jeg at man har en forpligtelse til, når man flytter til Danmark.
    ","13:36","Inger Støjberg"
"104"," 13:36
    
      Pernille Bendixen (DF","
    Spørgeren.
    ","13:36","Pia Kjærsgaard"
"105"," 13:37
    
      Formanden (Pia Kjærsgaard","
    Nu har jeg jo ikke set regeringens udspil, så det er selvfølgelig lidt svært at stå her og snakke om det. Men kan ministeren så løfte sløret for, om der skulle være nogle krav til, at man eksempelvis tager sit tørklæde af, eller at man lader være med at kønsopdele sin svømmehal eller sin café? Er det sådan nogle ting, der er med i regeringens udspil?
    ","13:37","Pernille Bendixen"
"106"," 13:37
    
      Udlændinge- og integrationsministeren (Inger Støjberg","
    Værsgo.
    ","13:37","Pia Kjærsgaard"
"107"," 13:37
    
      Formanden (Pia Kjærsgaard","
    Jeg kan jo ikke i dag stå og løfte sløret for, hvad der ligger i regeringens udspil til imødegåelse og nedbrydning af parallelsamfund. Men det, jeg kan sige, er, at det vil være nogle grundlæggende tiltag, der gør, at vi i fremtiden forhåbentlig vil se, at flere både vil tage Danmark til sig, respektere det værdisæt, vi har her, og også forstå, at det jo ikke er danskerne, der skal ændre sig. Når man lever og bor i Danmark, har man en forpligtelse, i hvert fald efter min mening, til at tage Danmark og det frihedsorienterede samfund, man lever i, til sig.
    ","13:37","Inger Støjberg"
"108"," 13:37
    
      Spm. nr. S 551
    
    6) Til økonomi- og indenrigsministeren af:
    
      Benny Engelbrecht (S","
    Spørgsmålet er afsluttet.
    Så er der et spørgsmål til økonomi- og indenrigsministeren af hr. Benny Engelbrecht, Socialdemokratiet.
    ","13:37","Pia Kjærsgaard"
"110"," 13:37
    
      Benny Engelbrecht (S","
    Værsgo at læse op.
    ","13:37","Benny Engelbrecht"
"111"," 13:38
    
      Formanden (Pia Kjærsgaard","
    Er ministeren enig med sin partifælle, finansordfører for Liberal Alliance, Joachim B. Olsen, når denne i Jyllands-Posten den 2. februar i år konkluderer, at regeringen ikke når sit mål om at øge arbejdsudbuddet med 55.000 til 60.000 personer, idet man efter 14 måneder ved magten ikke er lykkedes med at øge arbejdsudbuddet nævneværdigt?
    ","13:38","Benny Engelbrecht"
"112"," 13:38
    
      Økonomi- og indenrigsministeren (Simon Emil Ammitzbøll-Bille","
    Værsgo til ministeren.
    ","13:38","Pia Kjærsgaard"
"113"," 13:40
    
      Formanden (Pia Kjærsgaard","
    Jeg vil formulere det sådan, at jeg er en kende mere optimistisk end min partifælle, men jeg anerkender, at det ser svært ud. Og det er jo ellers på en god baggrund, nemlig at det går godt i dansk økonomi. De gode tider – det skal vi jo huske på – skyldes, at politikere her på Christiansborg har truffet fornuftige beslutninger om arbejdsudbudsreformer tidligere i forhold til tilbagetrækningsalder, dagpenge m.v. Det er vel også derfor, at den regering, hr. Benny Engelbrecht selv sad i, i hovedtræk byggede på VK-regeringens økonomiske politik, for man fortsatte ad det spor, som de borgerlige regeringer havde lagt ud.
    Det er sådan, at vi er i den situation, hvor der er mange virksomheder, der taler om, at der er ved at opstå det problem, at de ikke kan få den arbejdskraft, som de har brug for – at det begrænser deres produktion, det begrænser deres vækstmuligheder. Det synes vi selvfølgelig er ærgerligt, og det er derfor, at vi har en ambition om, at nutidens politikere skal være lige så fremsynede som politikerne for 5-10 år siden, der sørgede for, at det går godt i dag, og at vi har den arbejdskraft til rådighed, vi skal have.
    Så er jeg jo lidt interesseret i baggrunden for, at hr. Benny Engelbrecht har stillet det her spørgsmål, for det kan der jo være flere grunde til. Det kan jo være, at hr. Benny Engelbrecht vil komme med en udstrakt hånd i dag og sige: Ja, Socialdemokratiet vil gerne hjælpe regeringen med at løse det problem, som flere og flere virksomheder siger der er, nemlig at de ikke kan få den arbejdskraft, de har brug for. Og hvis det er det, vi skal diskutere i dag, må jeg bare sige, at så er det her en af de bedre dage i Folketinget, for så skal vi jo bare se at komme i arbejdstøjet.
    ","13:40","Simon Emil Ammitzbøll"
"114"," 13:40
    
      Benny Engelbrecht (S","
    Værsgo til spørgeren.
    ","13:40","Pia Kjærsgaard"
"115"," 13:42
    
      Formanden (Pia Kjærsgaard","
    Ja, det handler lige præcis om at komme i arbejdstøjet, det er fuldstændig rigtigt, og især at det er de rigtige mennesker, der kommer i arbejdstøjet, så vi altså sikrer, at der er arbejdstøj til dem, der skal løse de opgaver, der er i samfundet. Det kræver ikke mindst, at vi sikrer, at der er de rette kompetencer til stede.
    Det er rigtigt, at arbejdsudbuddet øges ret markant på baggrund af tidligere indgåede reformer, ikke mindst jo selvfølgelig tilbagetrækningsreformen fra 2006, og det betyder jo, at arbejdsudbuddet de kommende år stiger ret betydeligt. Men det understreger netop også den tidsforskel, der er, imellem reformtiltag tages, og til at man rent faktisk sikrer, at arbejdsudbuddet kommer, og derfor er den store udfordring i dag jo ikke mindst at sikre, at der så er et tilstrækkeligt antal eksempelvis unge, der søger ind på de rette uddannelser, herunder f.eks. faglige uddannelser. Det har vi nogle udfordringer med, og det tror jeg ministeren og jeg kan blive enige om. Og hvis ministeren kommer med en fremstrakt hånd i forbindelse med at lave opkvalificering eller for den sags skyld at sikre, at unge mennesker vælger de faglige uddannelser, må man sige, at så er det i den grad at sparke en åben dør ind. Men det, som i virkeligheden – og her bliver jeg nok nødt til at skuffe ministeren ret betragteligt – er årsagen til, at jeg stiller dette spørgsmål, er det skisma, der er i, at der i regeringens økonomiske plan, 2025-planen, direkte står, at man har et mål om at skabe et arbejdsudbud på 55.000-60.000, hvilket er – og her må jeg give hr. Joachim B. Olsen fuldstændig ret – totalt urealistisk. Og det er bare ikke særlig hensigtsmæssigt, når man har økonomiske planer, økonomiske fremskrivninger, som indeholder helt urealistiske elementer.
    Fru Marianne Jelved beklædte den ministerpost, som ministeren selv har nu, og hendes ord om, hvad de langsigtede økonomiske planer handler om, er jo netop, at det skal være noget, man langsigtet kan gå efter, og ikke noget, som vi er nødt til at lave om hver og hver anden dag.
    ","13:42","Benny Engelbrecht"
"116"," 13:42
    
      Økonomi- og indenrigsministeren (Simon Emil Ammitzbøll-Bille","
    Værsgo.
    ","13:42","Pia Kjærsgaard"
"117"," 13:43
    
      Formanden (Pia Kjærsgaard","
    Lad mig sige det på den måde, at jeg ikke synes, det er helt klart. For de ambitioner, regeringen har, er nødvendige for at sikre et godt grundlag for, at virksomhederne kan øge deres produktion, øge deres vækst fremadrettet. Så siger hr. Benny Engelbrecht, at det er helt urealistisk. Men det er både rigtigt og forkert, for der er jo den realisme i det, at hvis der er 90 mandater i Folketinget, som vil gøre det, som virksomhederne har brug for, kan det ske. Faktisk er det så heldigt, at alene hvis hr. Benny Engelbrechts parti, Socialdemokraterne, ønskede at tage arbejdstøjet på og gå ind i en reel dialog om, hvordan vi sikrer, at der er det arbejdsudbud, der er brug for, ville det kunne lade sig gøre. Men når vi ser på tilbagetrækningsalder, så siger Socialdemokratiet: Ahr, det ved vi ikke rigtig. Ser vi på SKAT, siger Socialdemokratiet: Ahr, det ved vi ikke rigtig. Sådan er det, hver gang vi skal se på noget af det, der virker, for så ved Socialdemokratiet ikke rigtig; ikke før de kommer i regering igen, for så ved de det nok godt.
    ","13:43","Simon Emil Ammitzbøll"
"118"," 13:43
    
      Benny Engelbrecht (S","
    Værsgo til hr. Benny Engelbrecht.
    ","13:43","Pia Kjærsgaard"
"119"," 13:43
    
      Formanden (Pia Kjærsgaard","
    I modsætning til regeringen har Socialdemokratiet fremlagt en 2025-plan i 2016, som holder, og som fortsat holder, og hvis det er sådan, at regeringen ønsker at indgå i en dialog med Socialdemokratiet omkring ting, der virker, f.eks. den forbedrede opkvalificering – hvis ministeren skulle være i tvivl, så skriger erhvervslivet i øvrigt på det – så er det jo sådan set bare at ringe, i stedet for at stå her og hakke på hinanden. Men det, der i virkeligheden er mit spørgsmål, er: Er det ikke på tide, at man laver en opdatering af 2025-planen?
    ","13:43","Benny Engelbrecht"
"120"," 13:43
    
      Økonomi- og indenrigsministeren (Simon Emil Ammitzbøll-Bille","
    Ministeren.
    ","13:43","Pia Kjærsgaard"
"121"," 13:44
    
      Formanden (Pia Kjærsgaard","
    Svaret er, at det er på tide, at Socialdemokratiet tager de korslagte arme og åbner op og er interesseret i at tage politisk ansvar og få snavs på fingrene, at gøre noget, som danske virksomheder har brug for, nemlig medvirke til ting, der kan øge arbejdsudbuddet, og jeg vil love hr. Benny Engelbrecht, at vi glæder os til at gøre det både med Socialdemokratiet og med andre af Folketingets partier. Man skal ikke skose regeringen for at ville løse Danmarks problemer. Man skal skose Folketinget for ikke at levere mandaterne til at gøre det.
    ","13:44","Simon Emil Ammitzbøll"
"122"," 13:44
    
      Benny Engelbrecht (S","
    Sidste spørgsmål. Værsgo.
    ","13:44","Pia Kjærsgaard"
"123"," 13:44
    
      Formanden (Pia Kjærsgaard","
    Det var jo en særpræget kritik af flertallet i Folketinget, herunder regeringens eget parlamentariske grundlag, men det må ministeren jo så selv om. Men skal det forstås sådan, at uagtet at det er urealistisk, og uagtet, for at citere ministeren, at ministeren ikke selv er optimistisk i forhold til tallet på de 55.000-60.000, vil man fastholde det urealistiske tal, uanset hvad virkeligheden så ellers står og viser?
    ","13:44","Benny Engelbrecht"
"124"," 13:44
    
      Økonomi- og indenrigsministeren (Simon Emil Ammitzbøll-Bille","
    Værsgo.
    ","13:44","Pia Kjærsgaard"
"125"," 13:45
    
      Formanden (Pia Kjærsgaard","
    Virkeligheden er, at danske virksomheder fortæller os, at de har problemer i forhold til at få den kvalificerede arbejdskraft, som de har brug for. Det bør vi gøre noget ved. Det kan man gøre på forskellige måder, og hvis ikke man laver reformer i Folketinget, er der kun en måde tilbage, og det er mere udenlandsk arbejdskraft. Så det er det valg, Socialdemokratiet har efterladt Danmark med.
    ","13:45","Simon Emil Ammitzbøll"
"126"," 13:45
    
      Spm. nr. S 543
    
    7) Til børne- og socialministeren af:
    
      Karina Adsbøl (DF) (medspørger: Pernille Bendixen (DF)","
    Spørgsmålet er sluttet.
    Den næste er til børne- og socialministeren af fru Karina Adsbøl, Dansk Folkeparti.
    ","13:45","Pia Kjærsgaard"
"128"," 13:45
    
      Karina Adsbøl (DF","
    Værsgo for at læse op.
    ","13:45","Karina Adsbøl"
"129"," 13:45
    
      Formanden (Pia Kjærsgaard","
    Tak for det. Mener ministeren, at det er en enig regering, som står bag lanceringen af »Opdragelsesdebatten«?
    ","13:45","Karina Adsbøl"
"130"," 13:45
    
      Børne- og socialministeren (Mai Mercado","
    Værsgo, ministeren.
    ","13:45","Pia Kjærsgaard"
"131"," 13:46
    
      Formanden (Pia Kjærsgaard","
    Tak for det, formand. Selvfølgelig er det hele regeringen, som står bag initiativet, og jeg har jo drøftet »Opdragelsesdebatten« med resten af regeringen, før jeg lancerede det, og så er jeg helt opmærksom på, at der jo er enkelte folketingsmedlemmer, som har udtrykt sig måske lidt mere skeptisk, men sådan er det jo. Det er en debat, og derfor skal bølgerne også gå højt, ellers ville det jo være ligegyldigt, så ville det være værdiløst, og jeg tror inderligt på, at det at få en debat om opdragelse er rigtig, rigtig godt.
    ","13:46","Mai Mercado"
"132"," 13:46
    
      Karina Adsbøl (DF","
    Værsgo.
    ","13:46","Pia Kjærsgaard"
"133"," 13:47
    
      Formanden (Pia Kjærsgaard","
    Jo, men i Dansk Folkeparti undrer vi os over, at ministeren siger, at udspillet er på vegne af hele regeringen og at der er stor og stærk opbakning til det, samtidig med at man kan læse i www.altinget.dk her den 1. februar, at familieordføreren fra et regeringsparti går ud og undsiger ministeren og siger, at det er noget pjat, og at hun ikke mener, det er en debat, vi skal tage, og at vi ikke skal blande os i, hvordan man opdrager sine børn.
    Så derfor synes jeg, det er meget relevant at få at vide, om det er en enig regering, der har lanceret den her debat, eller om det er ministeren, der vil have en opdragelsesdebat.
    Noget andet, som jeg også godt kunne tænke mig at spørge ind til i forhold til det her, er: Hvornår er en opdragelse god i ministerens optik? For ministeren har foreslået, at vi skal have en debat om god opdragelse, men ministeren har ikke været ude og tale om sådan noget som social kontrol eller andre lignende emner i forhold til, hvad der foregår i parallelsamfundene. Så hvornår mener ministeren at en opdragelse er god, og hvornår er en opdragelse ikke god?
    ","13:47","Karina Adsbøl"
"134"," 13:47
    
      Børne- og socialministeren (Mai Mercado","
    Tak. Så er det ministeren.
    ","13:47","Pia Kjærsgaard"
"135"," 13:48
    
      Formanden (Pia Kjærsgaard","
    Jo, men jeg kan godt gentage det: Det er en enig regering. Altså, jeg har det jo sådan, at de, som har lyst til at debattere, jo bare kan gå i gang med at debattere. Og de, som så ikke har lyst, og som synes, det er noget pjat, er jo bare fuldstændig velkomne til at lade være, hvis de ikke synes om det.
    Jeg må bare konstatere, at der i hvert fald er debat inde på »Opdragelsesdebattens« side. Et af de seneste opslag, der er lagt ud, er nået ud til 332.000 personer, og der har været lige i omegnen af 24.000 reaktioner. Og det siger mig, at der i hvert fald er nogle familier derude, som synes, at det er nærværende og det er relevant at diskutere opdragelse.
    Så for mig handler det ikke så meget om at være for eller imod debatten; det handler om simpelt hen at facilitere, at der kommer et rum til at kunne diskutere opdragelse. Jeg har sådan set ikke sat en diskussion om god opdragelse i gang. Jeg har sat en diskussion i gang om opdragelse. Og selvfølgelig er der former for opdragelse, der er fuldstændig uden for helt almindelig rækkevidde, og det er jo eksempelvis social kontrol, som vi ser i et parallelsamfund.
    ","13:48","Mai Mercado"
"136"," 13:48
    
      Karina Adsbøl (DF","
    Spørgeren.
    ","13:48","Pia Kjærsgaard"
"137"," 13:48
    
      Formanden (Pia Kjærsgaard","
    Jamen når ministeren nu til www.altinget.dk siger, at ministeren også vil diskutere det her i forhold til curlingforældre, så kunne jeg da godt tænke mig høre ministerens definition af, hvornår man er curlingforælder. Så når nu ministeren gerne vil have den her opdragelsesdebat, vil jeg spørge: Hvornår er man for meget curlingforælder, og hvornår er man ikke curlingforælder?
    ","13:48","Karina Adsbøl"
"138"," 13:48
    
      Børne- og socialministeren (Mai Mercado","
    Værsgo, ministeren.
    ","13:48","Pia Kjærsgaard"
"139"," 13:49
    
      Formanden (Pia Kjærsgaard","
    Jamen der vil jeg da utrolig gerne invitere fru Karina Adsbøl ind til »Opdragelsesdebatten« og deltage. For det lyder jo til, at der simpelt hen er nogle gode politiske holdninger til, hvad en curlingforælder måtte være.
    Altså, jeg har ikke sat mig for at skulle fortælle, hvad god opdragelse er. Det er slet, slet ikke op til staten at skulle fortælle, hvordan man opdrager sine børn. Men jeg synes, at det, der er vigtigt at sige her, er, at vi får et forum, hvor man kan diskutere opdragelse for dem, som har lyst.
    Det er jo, fordi jeg kan se, at ud af alle de brikker, jeg har liggende på mit skrivebord, som handler om børnene og om at få en god overgang til skolen, så er der lige præcis den ene lille, men vigtige brik, der hedder forældrene, og som ikke er adresseret. Og det er faktisk det, jeg gør nu. Men jeg fortæller ikke, hvordan man skal opdrage sine børn, det må forældrene selv om.
    ","13:49","Mai Mercado"
"140"," 13:49
    
      Pernille Bendixen (DF","
    Tak. Så er der en medspørger, og det er fru Pernille Bendixen, Dansk Folkeparti, værsgo.
    ","13:49","Pia Kjærsgaard"
"141"," 13:50
    
      Formanden (Pia Kjærsgaard","
    Tak. Jeg vil godt vende tilbage til det med, at regeringen faktisk er uenig med sig selv om, hvorvidt man overhovedet skal have den her debat. For hvem er det, vi som støtteparti skal tro på, når regeringen melder ud i øst og vest? Skal vi tro på det ene parti eller det andet parti, og hvem er det overhovedet, der sidder i den der regering? Hvem er det, vi støtter? Mener ministeren ikke, det er lidt utroværdigt, når nogle melder noget ud og resten af regeringen melder noget andet ud?
    ","13:50","Pernille Bendixen"
"142"," 13:50
    
      Børne- og socialministeren (Mai Mercado","
    Værsgo til ministeren.
    ","13:50","Pia Kjærsgaard"
"143"," 13:50
    
      Formanden (Pia Kjærsgaard","
    Jeg ville jo egentlig tro, at man skulle læse det spørgsmål op, som var det første spørgsmål, vil jeg sige til formanden. Er det ikke sådan?
    ","13:50","Mai Mercado"
"144"," 13:50
    
      Børne- og socialministeren (Mai Mercado","
    Nej, det er en medspørger her.
    ","13:50","Pia Kjærsgaard"
"145"," 13:51
    
      Formanden (Pia Kjærsgaard","
    Okay, så beklager jeg.
    Selvfølgelig er det en enig regering, og hvis man er i tvivl om, hvem regeringens medlemmer er, kan man jo gå ind på Statsministeriets hjemmeside og se alle dem, som sidder i regeringen. Og det er jo alle dem, som er blevet taget i ed på at lancere opdragelsesdebatten. Og den debat har jo overhovedet ikke til formål at fortælle, hvordan man skal opdrage sine børn. Jeg kunne aldrig drømme om at have en holdning til, hvordan man skal opdrage sine børn.
    Men jeg synes ud fra mit arbejde som både børneminister og socialminister, at det simpelt hen er vigtigt at få sat en debat i gang. Det er jo så et debatpanel, som løbende kommer til at diskutere det. Og jeg synes, at processen bliver præcis lige så vigtig som slutproduktet. Slutproduktet kan være en række anbefalinger til alt muligt mellem himmel og jord, og der er sådan set ikke sat en stor begrænsning på, hvad de anbefalinger eller det slutprodukt måtte være. For mig er det vigtigt, at man kommer ind fuldstændig frivilligt, hvis man har lyst, og tager en debat om opdragelse. Og det er simpelt hen, fordi jeg forskellige undersøgelser kan se, at det kunne der være en rigtig god grund til at gøre.
    ","13:51","Mai Mercado"
"146"," 13:51
    
      Pernille Bendixen (DF","
    Værsgo.
    ","13:51","Pia Kjærsgaard"
"147"," 13:51
    
      Formanden (Pia Kjærsgaard","
    Jeg kan godt høre, at man blander to spørgsmål lidt sammen. Men det er jo fint nok, at ministeren gerne vil have den her debat. Vi er sådan set ikke uenige i Dansk Folkeparti. Men der, hvor kæden hopper af, er jo, at der sidder medlemmer af den der regering, som er uenige, og hvor regeringen jo er utroværdig, synes vi. Altså når man siger, at man gerne vil have den her debat, men det er der så nogle, der ikke gerne vil. Og så er det bare: Hvem er det, der har ret? Hvem skal vi tro på, og hvem skal vi støtte?
    ","13:51","Pernille Bendixen"
"148"," 13:51
    
      Børne- og socialministeren (Mai Mercado","
    Ministeren.
    ","13:51","Pia Kjærsgaard"
"149"," 13:52
    
      Formanden (Pia Kjærsgaard","
    Så tager jeg den da gerne en gang til for prins Knud. For det er en samlet regering, som lancerer opdragelsesdebatten. Så er der et folketingsmedlem, og så er man jo ikke en del af regeringen, altså hr. Joachim B. Olsen, som synes, det er noget pjat – og fred være med det. Altså, hvis man skulle gå ud og hidse sig op, hver eneste gang hr. Joachim B. Olsen mener, at noget er noget pjat, så skulle vi godt nok komme flyvende op af stolene hele tiden.
    ","13:52","Mai Mercado"
"150"," 13:52
    
      Karina Adsbøl (DF","
    Så er det hovedspørgeren, og det er fru Karina Adsbøl, for det sidste spørgsmål.
    ","13:52","Pia Kjærsgaard"
"151"," 13:53
    
      Formanden (Pia Kjærsgaard","
    Tak for det. Så kan jeg jo sige, at det ikke kun er hr. Joachim B. Olsen, der har været ude og skyde det med den her opdragelsesdebat ned. Det har fru Laura Lindahl også, og fru Laura Lindahl har også været ude at sige, at det her er noget pjat. Og det er netop det, Altinget skriver: »LA om Mercados opdragelsesinitiativ: »Det er noget pjat«.«
    Så det er altså flere i regeringen, som er ude og undsige ministeren på det her område. Jeg kan da citere fra artiklen:
    »»Det her er noget pjat. Der er mange opgaver, som jeg mener er rigtig vigtige for en børne- og socialminister, men det her er ikke en af dem,« siger familieordfører Laura Lindahl« .
    Så det er derfor, vi rejser det her spørgsmål i Folketingssalen i dag.
    ","13:53","Karina Adsbøl"
"152"," 13:53
    
      Børne- og socialministeren (Mai Mercado","
    Værsgo, ministeren.
    ","13:53","Pia Kjærsgaard"
